1002 LAKE POINT LN ,-92.35396151,38.92005811,CO
1002 LOCUST ST ,-92.32635105,38.94919858,CO
1002 MADISON ST ,-92.34384434,38.96295264,CO
1002 MANHATTAN DR ,-92.32685321,38.92060683,CO
1002 MARCASSIN DR ,-92.24927718,38.93807662,CO
1002 NORMAN DR ,-92.32689102,38.92128328,CO
1002 OLD 63  N,-92.30980061,38.96164967,CO
1002 PARK DE VILLE PL ,-92.38433862,38.96235934,CO
1002 SHEFFIELD CT ,-92.3545477,38.90210957,CO
1002 STEELHEAD CT ,-92.40485788,38.94490287,CO
1002 SYCAMORE LN ,-92.35436898,38.91774365,CO
1002 TAFT ST ,-92.31143341,38.96157007,CO
1002 WESLEY ST ,-92.12908513,39.20236735,CE
1002 WEST BLVD N,-92.35230862,38.96423281,CO
1002 WESTWINDS CT ,-92.35143234,38.94098401,CO
10020 EATON RD W,-92.484529,39.13412507,HR
10020 I-70 DR SE  E,-92.18268315,38.95799245,CO
10020 LOGAN RD E,-92.18579443,38.84888262,CO
10020 ROUTE N  S,-92.34758504,38.83361718,AS
10023 ROUTE N  S,-92.35118934,38.83343892,CO
10025 ROUTE O  W,-92.49057586,38.93367594,RO
10025 UNION CHURCH RD E,-92.17454236,39.18070696,CE
1003 BROOK TROUT CT ,-92.40834257,38.94529553,CO
1003 BROWN SCHOOL RD E,-92.3264265,39.00246063,CO
1003 CANTERBURY DR ,-92.35479367,38.91564635,CO
1003 CLAUDELL LN ,-92.36575913,38.96409775,CO
1003 CLAYTON ST ,-92.35012896,38.96401445,CO
1003 COHO CT ,-92.4018602,38.94470912,CO
1003 COLLEGE AVE N,-92.32143097,38.96159829,CO
1003 COOPER DR ,-92.32768487,38.90862157,CO
1003 DOLLY VARDEN DR ,-92.41296706,38.94556565,CO
1003 EASTLAND CIR ,-92.30090271,38.96125608,CO
1003 EIGHTH ST N,-92.32644978,38.96160905,CO
1003 ELLETA BLVD ,-92.32475629,38.97525367,CO
1003 FAIRVIEW RD N,-92.38018574,38.96675155,CO
1003 GARTH AVE N,-92.33887082,38.96242265,CO
1003 GOLDEN TROUT CT ,-92.4028968,38.94471801,CO
1003 HARDIN ST ,-92.35145127,38.96377344,CO
1003 HICKORY HILL DR ,-92.35827597,38.94200885,CO
1003 JEFFERSON ST ,-92.34345132,38.9626592,CO
1003 JEWELL AVE ,-92.34117106,38.96247206,CO
